#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
0,0,0,0,0,1,0,0,32.16271186
1,0,0,0,1,0,0,0,33.93389831
1,0,0,0,1,0,1,0,72.54262295
2,0,0,1,0,0,0,1,36.91777778
0,1,2,1,0,0,1,0,62.125
2,0,0,1,0,0,2,1,84.17375887
3,0,0,1,0,2,0,1,83.85347222
1,1,1,0,0,1,3,1,96.34909091
1,3,1,2,1,1,0,0,88.12147651
0,3,0,0,1,2,3,1,98.93265306
0,0,0,1,0,0,0,0,33.56666667
1,1,0,0,0,0,0,0,54.875
1,0,0,0,0,2,0,0,76.64379562
2,1,0,0,0,0,1,0,49.40307692
1,1,1,2,0,0,0,0,88.23076923
0,2,0,1,0,0,1,2,72.69722222
2,1,0,0,2,1,0,1,92.43197674
1,2,3,0,0,0,1,1,74.41724138
1,1,0,1,2,1,2,1,98.69752475
3,0,3,1,3,0,0,0,90.23870968
1,0,0,0,0,0,0,0,17.49090909
1,0,0,0,1,0,0,0,33.97333333
0,0,1,0,0,1,0,1,51.62096774
1,0,0,1,1,1,0,0,78.36028369
0,2,0,1,0,1,0,1,61.01267606
0,1,0,0,1,3,1,0,96.66887755
0,0,1,3,2,1,0,0,89.61412429
1,1,2,0,0,2,1,1,93.27771739
2,0,1,1,0,4,1,0,96.94897959
0,1,2,1,4,1,1,0,99.64285714
0,0,0,0,0,1,0,0,31.66101695
0,0,0,1,1,0,0,0,35.81967213
0,0,0,0,2,0,1,0,84.13584906
1,0,0,1,0,2,0,0,78.8942029
2,1,0,0,2,0,0,0,80.8584507
0,2,1,1,0,0,2,0,86.342
1,2,0,0,1,1,1,1,92.23714286
0,2,1,1,0,0,3,1,93.32810811
1,1,3,3,0,0,0,1,71.45774648
1,0,1,3,0,1,3,1,96.31535088
0,0,0,0,0,0,0,1,23.76666667
1,1,0,0,0,0,0,0,54.8125
1,0,0,1,0,0,1,0,37.88196721
0,0,0,0,1,0,2,1,88.3152439
1,0,1,1,0,1,0,1,58.36818182
0,3,1,0,0,0,0,2,76.93728814
0,1,0,0,1,2,2,1,98.68168317
0,2,3,1,1,0,0,1,74.15955056
0,1,2,1,4,1,0,0,96.93791469
1,2,2,1,0,2,1,1,93.21025641
0,0,0,0,0,0,0,1,24.74651163
0,0,1,0,1,0,0,0,40.67213115
1,0,1,1,0,0,0,0,69.22777778
1,0,0,1,1,0,1,0,72.46216216
0,1,0,0,0,1,2,1,90.84121212
0,0,1,1,0,1,2,1,91.74730539
2,1,2,2,0,0,0,0,96.00571429
2,1,1,0,1,3,0,0,94.96880734
0,0,2,1,2,3,1,0,99.09304348
1,0,2,1,3,2,0,1,99.1708134
0,0,0,0,0,0,1,0,31.84745763
0,0,0,1,0,0,0,1,29.77272727
0,2,0,0,1,0,0,0,49.75238095
0,0,0,1,2,1,0,0,85.63865031
1,1,0,1,0,1,0,1,57.72794118
0,1,0,1,0,1,3,0,93.9752381
1,0,4,1,0,0,1,0,64.38481013
2,1,2,1,1,0,1,0,86.00127389
2,0,1,0,2,2,0,2,98.66590909
1,2,1,0,3,1,2,0,99.15104603
0,0,0,0,0,0,0,1,23.42857143
1,0,1,0,0,0,0,0,53.90625
0,0,1,0,1,0,0,1,51.69365079
0,2,0,0,2,0,0,0,82.60492958
2,0,0,1,0,1,1,0,79.55
1,1,1,1,1,0,1,0,83.96206897
0,1,0,1,2,2,0,1,95.74883721
0,0,4,1,2,0,0,1,90.2347561
3,2,1,0,2,0,1,0,91.29447514
3,1,2,1,1,0,2,0,91.92052632
0,0,0,0,0,0,1,0,31.83050847
1,0,0,0,0,0,1,0,33.63666667
1,1,0,0,0,0,0,1,39.57608696
0,0,0,1,1,0,1,1,82.16515152
0,2,0,1,0,0,0,2,63.67272727
2,1,0,1,2,0,0,0,82.58
0,0,0,0,1,1,5,0,99.51491935
1,0,0,1,1,4,1,0,99.2754717
2,1,2,2,1,0,0,1,70.09883721
0,2,2,2,0,0,0,4,87.15180723
0,0,0,0,0,0,1,0,30.85833333
0,1,0,0,0,0,0,1,36.16666667
0,0,0,1,0,0,1,1,46.96984127
0,0,0,1,3,0,0,0,86.179375
0,1,0,0,0,2,1,1,90.30245399
1,0,2,0,1,1,1,0,89.18343195
2,1,0,0,2,1,0,1,90.96531792
0,2,1,1,1,1,0,2,90.9
2,1,1,1,1,1,2,0,94.15223214
