#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
0,0,0,0,0,1,0,0,63.84
0,0,0,1,1,0,0,0,73.29032258
0,0,1,1,0,0,0,1,85.64333333
0,1,2,1,0,0,0,0,99.22941176
0,0,0,0,0,1,2,2,99.79238579
3,1,0,1,0,0,0,1,89.14625
0,3,1,0,0,1,0,2,98.22916667
1,3,0,0,1,2,1,0,99.68063241
1,1,1,0,1,1,1,3,99.34384615
0,0,1,1,1,2,2,3,99.61910448
0,0,0,0,1,0,0,0,61.75964912
0,0,0,0,1,0,1,0,99.24736842
1,0,1,0,0,1,0,0,82.72
0,2,1,0,1,0,0,0,85.96972477
1,1,0,0,0,0,1,2,94.05833333
1,1,0,1,2,0,0,1,99.49440994
3,0,1,1,1,0,1,0,99.42692308
1,2,1,2,0,0,0,2,99.03409091
2,1,1,1,1,1,2,0,99.84435798
1,1,0,1,1,3,2,1,99.69322034
0,0,0,0,1,0,0,0,62.7245614
1,0,0,0,0,1,0,0,72.09152542
0,0,0,0,1,0,2,0,99.17755102
1,1,0,0,1,0,0,1,95.11011236
1,0,2,0,0,0,1,1,96.36666667
0,1,0,1,0,1,0,3,96.67272727
1,2,0,1,1,2,0,0,99.79174757
1,0,2,1,1,1,1,1,99.45201794
0,3,3,0,0,1,2,0,99.77011494
2,2,1,1,3,1,0,0,99.62267658
0,0,0,1,0,0,0,0,71.66428571
0,0,0,0,0,1,1,0,98.78434783
0,2,1,0,0,0,0,0,97.59482759
3,0,0,0,0,0,1,0,76.42972973
0,0,0,2,0,0,1,2,94.79449541
0,1,0,1,2,0,2,0,99.41860465
1,0,0,1,0,1,3,1,99.64537815
2,0,1,1,3,1,0,0,99.65630252
0,2,1,2,0,2,1,1,99.6978355
2,1,2,1,0,3,1,0,99.43307985
0,0,0,0,0,0,0,1,55.10769231
0,1,0,0,0,0,1,0,83.22878788
0,0,1,0,1,0,1,0,99.29104478
0,1,1,1,0,1,0,0,84.88686869
1,0,1,0,1,1,1,0,99.30426829
1,1,2,1,0,0,1,0,87.604
0,0,2,2,1,0,0,2,97.85
0,1,2,0,2,1,1,1,99.48773234
1,1,2,2,1,2,0,0,99.72130435
2,1,0,0,1,3,1,2,99.88625
1,0,0,0,0,0,0,0,51.99090909
0,0,1,0,1,0,0,0,82.24852941
0,0,1,0,2,0,0,0,98.70612245
0,1,0,0,2,0,1,0,99.35207101
0,0,0,0,1,0,2,2,99.56127451
0,1,3,0,0,1,0,1,97.48723404
1,0,0,0,1,2,2,1,99.83015267
0,1,0,2,0,2,1,2,99.627897
2,1,1,2,1,0,2,0,99.40627803
2,3,1,2,1,0,0,1,97.60628571
0,0,0,0,0,0,1,0,62.825
0,0,0,1,0,0,1,0,74.26065574
0,1,1,0,0,1,0,0,86.35730337
0,1,0,1,1,0,0,1,95.07419355
0,0,0,0,2,2,0,1,99.28358209
0,0,1,1,1,1,2,0,99.83490566
0,2,0,1,1,1,2,0,99.75510204
0,1,1,3,0,2,0,1,99.56420455
3,0,1,1,3,0,1,0,99.51130435
1,1,2,2,1,0,2,1,99.85101215
0,0,0,0,0,0,0,1,56.42682927
0,1,0,1,0,0,0,0,96.95333333
0,1,0,2,0,0,0,0,97.555
2,0,0,0,0,1,1,0,100
2,0,1,2,0,0,0,0,97.64150943
0,1,1,1,1,0,2,0,98.99679144
1,0,2,0,2,1,1,0,99.34458874
3,1,0,2,0,0,0,2,99.15754717
0,2,2,1,2,2,0,0,99.62554745
1,2,2,2,0,3,0,0,99.35779468
0,0,0,0,1,0,0,0,62.38596491
0,0,0,1,0,1,0,0,73.50625
0,1,0,0,0,0,2,0,99.73880597
0,4,0,0,0,0,0,0,98.8961039
1,1,1,0,2,0,0,0,99.48412698
1,0,1,1,1,0,2,0,99.53314286
1,2,1,0,2,0,1,0,99.32119816
1,1,1,1,2,0,2,0,99.7617284
0,2,1,1,1,1,0,3,99.74486692
0,0,2,1,2,2,2,1,99.43425414
0,1,0,0,0,0,0,0,82.65652174
1,0,0,0,0,0,0,1,64.83095238
0,0,0,1,0,0,0,2,96.72758621
1,0,1,0,0,0,0,2,98.97702703
0,2,1,2,0,0,0,0,99.93506494
0,2,0,0,2,0,1,1,99.97512438
2,1,1,0,0,0,0,3,98.83064516
0,1,1,0,1,2,3,0,99.49071207
3,0,1,0,0,1,2,2,99.32165899
