#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
0,0,0,0,0,0,1,0,26.71785714
0,1,0,1,0,0,0,0,54.7
0,0,0,1,0,0,0,2,41.96222222
1,0,1,1,0,1,0,0,40.33432836
1,1,0,0,0,1,0,2,52.825
0,2,0,1,0,1,2,0,63.45469613
3,1,0,1,0,1,0,1,49.47692308
0,2,2,0,1,1,1,1,65.80098522
0,2,1,0,4,1,0,1,66.22868852
4,0,1,2,1,2,0,0,63.23606557
0,0,0,0,0,1,0,0,26.01607143
1,0,0,0,0,0,0,1,24.6
0,0,0,0,0,2,0,1,58.73382353
0,0,1,1,1,1,0,0,58.73972603
2,0,0,0,1,1,0,1,57.14574468
1,2,0,1,0,2,0,0,59.465
0,0,0,3,1,1,0,2,63.88129032
0,1,1,1,1,1,0,3,65.19832402
0,1,1,3,2,1,1,0,65.9517094
0,1,1,1,2,4,1,0,66.29793814
0,1,0,0,0,0,0,0,45.09375
0,0,0,1,0,0,1,0,30.41694915
0,0,2,0,0,0,0,1,42.74807692
1,1,1,0,1,0,0,0,44.17681159
1,0,0,0,1,1,1,1,65.29817073
1,0,1,0,2,0,1,1,65.24885057
3,0,1,1,1,1,0,0,58.45454545
1,1,2,0,1,1,0,2,64.46779661
1,2,2,0,1,3,0,0,65.91958333
1,1,2,3,1,1,0,1,61.74181818
0,0,0,0,0,0,0,1,20.6804878
1,0,0,1,0,0,0,0,46.18333333
1,0,0,0,0,1,1,0,54.95271318
0,0,0,2,0,0,0,2,46.14693878
1,1,0,0,0,2,1,0,63.01588235
0,0,1,1,1,1,1,1,65.61823529
0,2,0,1,1,2,1,0,66.09860465
2,0,1,1,2,0,0,2,64.28231707
1,1,2,0,2,1,2,0,66.16196581
2,1,0,3,2,1,1,0,66.00434783
0,0,0,0,0,0,1,0,26.31607143
0,0,0,0,0,0,1,1,37.19833333
1,1,1,0,0,0,0,0,59.63703704
0,1,1,1,0,1,0,0,44.67671233
0,2,0,1,1,1,0,0,59.55031847
1,1,0,0,1,0,1,2,63.2495935
0,1,0,0,0,2,3,1,65.82978723
2,0,2,0,3,1,0,0,66.00232558
1,3,0,1,0,3,0,1,65.59296482
2,2,0,0,0,1,4,1,66.18083333
0,0,0,0,0,1,0,0,26.03157895
0,1,0,0,1,0,0,0,35.52459016
1,0,0,0,0,0,0,2,39.56136364
1,0,0,0,0,0,2,1,59.90507246
0,0,1,1,2,0,0,1,61.24640523
1,1,1,2,0,0,0,1,47.57878788
0,2,0,0,1,3,1,0,66.10723982
2,0,0,3,0,1,1,1,59.33243243
0,1,1,0,2,1,1,3,66.02702703
1,1,2,1,2,2,0,1,66.26706349
0,0,1,0,0,0,0,0,42.7875
0,0,0,1,0,0,0,1,27.38095238
0,0,0,0,1,0,0,2,47.4
0,1,1,0,0,1,1,0,57.1974359
1,2,1,0,0,0,1,0,46.51097561
0,1,0,1,4,0,0,0,66.18164251
1,0,0,1,0,1,1,3,64.90186335
0,1,1,3,2,0,1,0,63.27058824
1,1,0,3,1,1,2,0,66.12290749
0,2,1,2,0,2,1,2,65.44278846
0,0,1,0,0,0,0,0,42.925
0,0,0,1,0,0,1,0,30.17
0,0,1,2,0,0,0,0,60.24166667
2,0,0,1,0,1,0,0,34.90483871
1,0,0,1,1,1,0,1,60.79300699
1,1,2,0,1,1,0,0,59.36
0,1,3,0,1,0,1,1,62.94011299
0,0,0,2,1,2,1,2,65.84545455
0,2,2,0,3,1,0,1,66.10625
2,0,0,1,2,2,2,1,66.01333333
0,0,0,0,0,1,0,0,25.94736842
0,0,0,1,0,0,0,1,27.06511628
0,0,0,1,0,0,2,0,51.34148936
1,1,1,1,0,0,0,0,64.11935484
0,0,0,1,2,2,0,0,66
1,2,0,2,0,1,0,0,45.59047619
0,2,1,2,0,2,0,0,57.11065574
1,1,1,1,1,1,1,1,65.3540107
2,1,2,3,0,0,1,0,49.82843137
0,2,0,2,2,0,1,3,65.93726415
0,0,0,0,0,0,1,0,26.35087719
1,0,1,0,0,0,0,0,49.71666667
0,0,1,0,0,1,1,0,53.86960784
2,0,0,0,0,2,0,0,56.19416058
1,1,1,2,0,0,0,0,64.11891892
0,2,1,1,0,0,0,2,55.74666667
1,0,2,0,0,3,0,1,65.37783784
1,2,1,3,0,1,0,0,50.21836735
1,1,0,0,3,3,1,0,66.23249097
