#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
0,0,0,0,1,0,0,0,32.42368421
0,0,0,0,0,0,1,1,39.5775
0,1,0,0,1,0,1,0,85.36521739
0,0,1,1,0,1,0,1,48.91627907
0,1,1,1,1,0,1,0,87.05337838
0,0,0,0,3,1,1,1,96.28151261
0,1,2,2,0,0,2,0,88.85915493
1,1,0,2,1,2,0,1,93.78275862
0,0,1,0,1,2,1,4,98.38599034
4,2,0,1,2,0,0,1,89.23918919
0,0,0,0,1,0,0,0,31.53947368
0,0,0,0,0,0,0,2,35.02758621
1,0,0,0,1,0,0,1,42.14634146
0,1,0,2,0,0,0,1,40.54193548
0,1,2,0,0,0,1,1,59.72954545
0,2,0,0,0,0,3,1,93.6
0,1,0,2,3,0,1,0,94.0969697
2,0,2,2,1,1,0,0,88.11456954
1,0,2,2,1,1,2,0,94.01642512
2,1,2,1,3,1,0,0,94.66730769
0,0,1,0,0,0,0,0,32.93636364
0,2,0,0,0,0,0,0,66.14545455
1,0,1,0,0,0,1,0,39.145
0,1,0,1,0,1,1,0,85.78503401
0,2,1,2,0,0,0,0,84.63529412
2,0,2,0,0,0,1,1,56.32045455
2,1,0,1,2,0,0,1,88.83219178
0,0,3,0,0,4,1,0,97.4037037
1,1,1,1,2,1,0,2,95.54974359
1,2,1,0,2,0,1,3,96.76403941
1,0,0,0,0,0,0,0,11.65
0,0,0,1,0,0,0,1,27.79642857
0,1,0,0,1,1,0,0,85.48503401
1,0,1,0,0,1,0,1,48.04047619
0,1,0,0,1,1,1,1,92.7255102
1,1,1,1,0,1,0,1,56.59555556
0,1,2,1,0,1,1,1,91.17058824
0,2,2,0,1,1,1,1,94.47878788
2,0,2,0,1,2,1,1,95.56067961
3,1,0,2,1,0,2,1,93.70245098
0,0,0,0,1,0,0,0,31.56578947
0,2,0,0,0,0,0,0,64.88181818
1,0,0,1,0,0,1,0,36.62051282
1,0,2,0,1,0,0,0,45.53571429
1,0,0,0,1,1,1,1,91.85863874
0,1,0,0,1,1,2,1,94.20199005
0,0,2,2,0,2,0,1,90.18961039
0,0,3,0,0,2,1,2,95.11782178
2,2,2,1,0,0,0,2,72.055
1,0,1,0,2,2,3,1,99.46468254
0,0,0,0,0,1,0,0,32.18205128
0,1,0,0,0,0,1,0,39.98974359
0,0,1,1,0,0,0,1,35.5483871
1,0,1,0,0,1,1,0,85.72013423
1,0,1,1,0,0,1,1,50.16976744
1,1,1,0,1,0,1,1,89.32907801
0,1,0,3,2,0,1,0,92.54292929
3,1,1,0,1,1,0,1,88.69752066
2,0,0,2,0,1,2,2,94.53465347
0,1,2,2,2,3,0,0,97.40627451
0,0,0,0,0,0,0,1,22.74814815
0,0,0,0,1,1,0,0,83.67605634
0,0,1,0,1,0,1,0,84.802
0,1,0,1,0,1,1,0,86.22993197
1,0,0,0,2,0,1,1,91.59540816
0,0,0,0,1,1,3,1,95.7780083
2,1,1,1,1,0,1,0,87.28451613
1,1,0,0,2,2,0,2,96.5745
1,0,1,0,2,4,1,0,98.06092437
1,1,2,2,2,0,1,1,94.87794118
0,0,0,0,1,0,0,0,32.02432432
1,0,1,0,0,0,0,0,41.51818182
0,0,0,1,0,1,1,0,83.04701493
1,0,1,0,1,0,1,0,84.92928571
1,1,1,1,0,0,1,0,48.21818182
0,0,0,2,1,3,0,0,92.67938144
2,0,2,2,0,0,0,1,53.91515152
1,2,0,0,1,1,1,2,95.00561224
2,2,0,1,0,4,0,0,94.90487805
4,0,2,2,0,0,2,0,87.17761194
1,0,0,0,0,0,0,0,11.925
0,0,1,1,0,0,0,0,50.05454545
1,0,0,1,0,0,1,0,36.24390244
1,0,0,0,0,0,1,2,50.66829268
1,0,0,1,1,0,1,1,87.43356164
0,0,2,2,1,0,1,0,87.12565789
0,0,2,1,0,2,2,0,94.46138614
0,2,2,0,1,1,1,1,95.67029703
2,0,1,0,2,1,1,2,96.79655172
0,2,2,0,2,1,2,1,98.12788845
0,0,0,0,0,1,0,0,32.74871795
0,0,0,1,0,0,0,1,26.90689655
0,0,0,0,0,2,1,0,89.36631579
0,0,0,0,1,2,1,0,91.57668394
0,0,2,0,1,1,0,1,88.84407895
1,0,0,0,1,4,0,0,95.05274262
3,0,0,0,1,2,1,0,92.53807107
1,2,0,0,0,1,2,2,94.53969849
1,4,0,1,1,1,1,0,94.20456853
