#tk0,#tk1,#tk2,#tk3,#tk4,cpu_usage
1,0,0,0,0,24.025
0,1,1,0,0,70.48181818
1,1,0,0,1,26.08181818
0,2,2,0,0,96.73174603
0,3,0,1,1,39.80869565
2,1,0,0,3,56.88148148
0,5,1,0,1,96.69032258
4,0,1,2,1,97.64545455
2,2,3,1,1,99.73647059
2,4,2,2,0,98.44705882
0,0,0,0,1,20.21428571
0,0,1,1,0,82.58461538
1,0,1,1,0,83.70714286
1,0,2,1,0,96.6921875
2,1,1,0,1,94.04666667
2,1,1,1,1,93.940625
0,1,3,1,2,98.44482759
1,1,3,1,2,99.76117647
0,1,2,3,3,98.80632911
2,2,3,0,3,99.53863636
0,0,0,0,1,19.58571429
1,0,0,0,1,22.13636364
2,0,0,0,1,24.75
0,1,1,1,1,90.38709677
1,1,0,1,2,54.37307692
0,3,1,1,1,81.44666667
0,2,2,0,3,98.57571429
2,3,1,1,1,98.9375
4,1,3,1,0,98.82941176
2,3,1,2,2,97.41707317
0,0,0,1,0,43.9
1,0,0,0,1,22.52727273
0,1,1,0,1,92.70689655
0,1,2,1,0,97.67460317
0,0,2,2,1,97.59852941
2,1,1,2,0,93.08666667
2,1,3,0,1,98.61411765
5,0,2,0,1,98.36811594
3,1,3,0,2,99.40348837
2,1,1,3,3,99.25111111
0,0,1,0,0,72.16
0,1,0,0,1,22.57272727
1,0,0,2,0,73.1
0,1,0,0,3,52.10740741
1,1,1,1,1,96.46451613
2,0,1,2,1,95.55151515
0,0,1,4,2,98.44146341
1,1,2,1,3,98.85
4,2,1,0,2,99.61666667
0,2,4,2,2,99.173
0,0,0,1,0,42.9
0,0,1,0,1,81.05185185
0,0,1,1,1,94.04137931
0,1,2,0,1,96.75522388
1,0,2,0,2,96.98450704
2,1,1,2,0,89.5
2,0,2,2,1,99.15797101
1,3,1,0,3,97.31428571
0,3,1,4,1,99.44864865
0,0,4,2,4,99.28952381
1,0,0,0,0,25.225
0,0,0,1,1,34.51363636
2,0,1,0,0,75.78181818
1,1,1,0,1,91.70689655
1,1,1,1,1,81.71666667
2,1,2,0,1,97.73134328
1,3,1,1,1,98.01935484
2,1,3,0,2,98.9255814
0,3,2,3,1,98.92112676
2,1,2,2,3,99.59605263
1,0,0,0,0,24.9
0,1,1,0,0,78.3
0,1,0,0,2,41.864
0,1,2,1,0,97.6125
1,0,0,2,2,55.36785714
1,1,1,0,3,97.30769231
4,0,2,1,0,97.834375
3,0,2,2,1,99.52318841
2,2,1,3,1,97.64166667
2,1,2,1,4,99.68846154
0,0,1,0,0,74.47
0,0,0,2,0,67.025
1,1,1,0,0,77.43636364
1,1,1,0,1,89.83
0,2,0,2,1,45.2375
0,0,4,2,0,98.51395349
2,1,2,2,0,98.32727273
1,3,1,2,1,99.21212121
1,1,1,4,2,97.77619048
2,1,1,2,4,99.268
1,0,0,0,0,25.825
0,1,0,0,1,22.61818182
1,2,0,0,0,42.53333333
1,0,0,0,3,52.68148148
1,1,0,2,1,45.3826087
0,1,1,0,4,96.2
2,1,0,2,2,56.92758621
3,0,1,1,3,97.74418605
2,1,0,2,4,74.159375
