#tk0,#tk1,#tk2,#tk3,#tk4,cpu_usage
0,0,0,0,1,22.24705882
0,1,0,1,0,60.225
1,0,1,0,1,92.64047619
2,1,0,1,0,78.18888889
0,0,3,1,1,97.86483516
1,2,1,2,0,96.66071429
2,1,1,2,1,98.452
1,2,1,3,1,97.71509434
1,2,1,2,3,97.1
4,1,1,2,2,97.06666667
0,1,0,0,0,23.11428571
0,0,1,0,1,91.32093023
0,0,0,2,1,36.74864865
0,2,2,0,0,95.21071429
1,0,0,2,2,56.54871795
3,1,1,1,0,99.012
1,0,1,1,4,97.35294118
2,2,2,2,0,98.625
2,1,3,1,2,98.80761905
1,2,2,3,2,98.02619048
0,0,0,0,1,22
0,0,0,1,1,31.89117647
2,0,0,1,0,67.4125
2,0,2,0,0,96.05789474
1,0,0,3,1,42.91025641
1,1,2,1,1,96.49
0,1,1,3,2,98.29464286
5,1,0,1,1,46.31
1,1,2,2,3,98.10113636
1,3,0,4,2,67.46458333
0,0,1,0,0,78.76666667
1,0,0,1,0,63.38571429
0,1,1,0,1,84.06222222
1,0,0,0,3,60.69736842
3,0,1,0,1,96.6255814
2,1,0,2,1,44.54473684
0,1,2,0,4,96.25168539
0,0,3,2,3,98.50900901
2,2,3,1,1,98.35520833
2,3,1,1,3,96.76461538
0,1,0,0,0,23.77142857
0,0,2,0,0,94.28888889
2,0,0,0,1,27.70294118
1,0,1,0,2,94.43269231
1,0,2,2,0,97.21186441
0,3,1,0,2,91.625
1,1,0,2,3,69.30454545
4,1,1,1,1,99.59387755
6,0,1,1,1,99.05294118
0,3,2,4,1,95.14814815
0,0,0,0,1,22.73939394
1,0,0,0,1,25.15
0,0,0,2,1,36.82222222
1,2,1,0,0,90.19130435
1,1,2,1,0,98.05689655
0,1,3,1,1,98.40217391
1,1,3,1,1,96.63191489
0,1,2,2,3,98.39425287
1,2,2,2,2,97.58072289
1,2,2,2,3,98.09662921
0,0,0,0,1,22.19705882
1,0,0,0,1,25.20882353
2,0,0,1,0,63.5375
0,3,0,1,0,76.01111111
2,0,1,0,2,95.90384615
2,1,0,2,1,43.50512821
2,0,3,2,0,99.01728395
4,2,1,1,0,98.99310345
2,1,1,4,1,97.97090909
0,3,2,3,2,97.19647059
0,0,0,1,0,39.38571429
1,0,1,0,0,81.5
0,2,0,1,0,72.8875
0,1,1,2,0,90.8
4,0,1,0,0,92.4173913
2,0,0,2,2,58.1525
1,1,1,0,4,97.30625
1,1,1,1,4,95.70144928
3,2,1,2,1,96.2509434
2,1,0,3,4,82.575
0,0,0,1,0,50.2125
1,0,0,1,0,58.64285714
0,0,0,1,2,49.2
2,0,0,0,2,47.28648649
0,1,1,3,0,95.93703704
3,1,0,2,0,97.7
3,2,0,1,1,43.26410256
2,1,3,2,0,99.56506024
1,2,3,1,2,97.31142857
2,1,4,1,2,96.29206349
0,0,0,0,1,22.52941176
1,0,0,1,0,61.1
0,0,1,2,0,87.75
0,2,0,1,1,36.30285714
1,1,1,0,2,96.524
2,1,2,1,0,98.31147541
1,1,1,2,2,91.04666667
4,1,1,1,1,97.936
1,1,3,1,3,98.05135135
