#tk0,#tk1,#tk2,#tk3,#tk4,cpu_usage
1,0,0,0,0,33.48
2,0,0,0,0,50.1
0,0,1,2,0,95.43793103
2,0,0,0,2,62.66666667
1,1,1,0,2,95.58596491
1,2,0,2,1,52.88974359
3,0,1,3,0,97.73714286
2,0,2,4,0,99.17142857
4,1,2,2,0,98.41971831
3,1,2,1,3,97.97010309
0,0,0,1,0,52.35
1,0,1,0,0,90.18
1,1,1,0,0,92.43461538
0,0,1,2,1,95.8254902
1,3,0,0,1,45.86
3,0,1,2,0,98.553125
3,1,1,1,1,98.01481481
1,2,3,1,1,95.91792453
0,3,1,3,2,95.67941176
3,1,0,3,3,86.06538462
0,0,0,1,0,52.08333333
0,0,2,0,0,95.32711864
1,0,0,2,0,78.96
0,2,1,0,1,96.62040816
0,1,1,1,2,95.93103448
1,2,0,2,1,53.59736842
1,1,1,2,2,98.12741935
1,3,1,2,1,98.56491228
2,2,1,3,1,98.52931034
2,2,2,2,2,97.28913043
0,0,0,1,0,53.51666667
1,1,0,0,0,54.46666667
2,0,0,1,0,75.775
0,0,1,1,2,97.53571429
2,1,0,2,0,92.71666667
1,2,0,1,2,68.73902439
0,2,1,2,2,97.65396825
2,3,1,2,0,97.78055556
4,0,1,3,1,98.32542373
0,4,1,3,2,95.64929577
0,1,0,0,0,31.51666667
0,0,0,1,1,40.63125
0,2,0,1,0,82.1125
0,2,0,1,1,46.55714286
4,0,1,0,0,97.61785714
0,2,0,1,3,82.51590909
3,0,1,1,2,96.36557377
4,1,2,0,1,95.68461538
2,1,2,2,2,97.46195652
3,0,4,1,2,97.0481203
1,0,0,0,0,33.02
1,0,0,1,0,65.04285714
0,3,0,0,0,71.12857143
0,0,2,2,0,98.33492063
1,1,1,2,0,98.61612903
3,1,1,0,1,98.836
1,1,2,1,2,98.12790698
2,1,2,2,1,97.07804878
3,2,1,1,2,95.3328125
2,4,1,1,2,97.68939394
0,0,0,1,0,53.13333333
0,0,1,0,1,93.29130435
2,0,0,0,1,37.1
0,1,1,2,0,96.35666667
0,0,1,1,3,97.88769231
0,3,0,2,1,54.71842105
0,0,2,4,1,98.08536585
1,1,5,1,0,99.7204918
2,5,2,0,0,98.1942029
4,3,1,1,1,98.68448276
0,0,0,1,0,51.06666667
1,0,1,0,0,90.54166667
0,0,3,0,0,97.82409639
2,1,0,1,0,88.63333333
1,2,1,1,0,99.08
2,2,0,1,1,51.00810811
1,1,1,2,2,98.42741935
2,2,1,2,1,98.36666667
4,2,0,2,1,58.17674419
4,1,4,0,1,96.99453125
0,0,0,0,1,30.640625
0,1,1,0,0,91.124
1,0,0,1,1,43.26969697
2,0,0,2,0,91.61
1,0,2,0,2,95.83809524
1,1,3,1,0,98.53764706
1,2,0,1,3,84.83111111
1,3,2,2,0,99.55362319
3,2,1,2,1,98.56491228
0,3,4,2,1,95.7129771
0,1,0,0,0,30.38333333
0,0,0,1,1,41.509375
2,0,0,0,1,37.16363636
1,0,0,0,3,81.54736842
1,1,1,1,1,96.11372549
3,0,1,1,1,99.50980392
1,1,2,3,0,98.65373134
1,1,3,1,2,98.17068966
0,2,2,4,1,96.10813953
