#tk0,#tk1,#tk2,#tk3,#tk4,cpu_usage
0,1,0,0,0,55.91666667
1,0,0,1,0,93.65555556
1,0,1,0,1,98.98636364
0,0,1,2,1,99.29189189
1,0,0,2,2,99.42962963
1,1,3,1,0,99.66287879
1,1,0,4,1,79.61333333
2,2,0,2,2,98.86363636
2,0,2,1,4,99.48863636
1,2,4,0,3,99.64385965
1,0,0,0,0,50.2
0,0,1,1,0,99.12439024
2,0,0,1,0,94.23076923
2,1,0,1,0,96.875
1,0,1,1,2,99.42197802
1,0,3,0,2,99.8757764
0,1,1,4,1,99.89775281
0,1,3,3,1,99.84691358
2,1,5,1,0,99.76666667
2,4,1,1,2,99.85981308
1,0,0,0,0,50.91666667
0,1,0,1,0,96.11111111
0,1,0,2,0,94.33333333
1,2,0,0,1,70.45
2,1,1,1,0,98.9
1,1,1,2,1,99.41481481
0,1,2,2,2,99.3115942
2,1,2,0,3,99.38726115
2,2,1,1,3,99.27016129
1,4,3,1,1,99.57575758
1,0,0,0,0,52.88333333
0,0,0,1,1,67.03611111
0,0,1,1,1,99.24057971
1,1,1,0,1,99.7260274
1,1,1,1,1,99.345
1,2,0,2,1,76.11886792
1,1,2,2,1,99.65241935
3,1,2,2,0,99.55445545
0,4,2,1,2,99.82394366
0,2,3,2,3,99.625
0,0,1,0,0,92.47368421
1,0,0,1,0,93.12222222
1,0,0,1,1,70.05128205
1,0,3,0,0,99.67741935
1,1,2,0,1,99.65675676
2,1,2,0,1,99.27478992
1,2,1,1,2,99.29292929
3,2,2,1,0,99.136
4,2,0,2,1,80.3625
4,2,1,1,2,99.95137615
0,1,0,0,0,49.6
1,0,0,1,0,92.97777778
0,1,1,0,1,99.7641791
0,2,0,0,2,98.64583333
0,1,1,1,2,99.79347826
1,2,3,0,0,99.57364341
2,1,2,0,2,99.71353383
3,0,3,1,1,99.725
1,2,2,0,4,99.54797688
3,3,1,1,2,99.60654206
1,0,0,0,0,49.65
0,1,0,1,0,97.47777778
0,1,0,0,2,97.54
1,1,1,1,0,99.67083333
0,1,1,2,1,99.06794872
1,3,0,0,2,98.7962963
2,1,1,2,1,99.88372093
2,2,0,2,2,98.85970149
2,1,3,1,2,99.68023256
2,5,0,1,2,99.12222222
0,0,0,1,0,63.9
0,1,0,0,1,63.84
0,0,2,0,1,99.35865385
2,0,0,1,1,70.84090909
3,0,1,0,1,99.81428571
1,1,2,0,2,99.76899225
0,3,1,2,1,99.55697674
1,0,2,1,4,99.525
2,1,2,3,1,99.58712121
2,3,3,0,2,99.9454023
0,0,0,1,0,71.4
0,2,0,0,0,98.62857143
1,1,0,0,1,67.54736842
0,0,0,1,3,98.94705882
2,0,1,2,0,98.48518519
1,1,3,0,1,99.96394558
3,1,1,1,1,99.7297619
3,1,1,2,1,99.63804348
0,2,2,2,3,99.7515528
2,2,1,4,1,99.66363636
0,0,0,1,0,63.425
2,0,0,0,0,88.57142857
1,0,0,2,0,99.62142857
0,2,0,1,1,72.01818182
0,0,0,2,3,98.47222222
1,1,2,2,0,99.6
1,1,0,3,2,98.671875
1,2,4,1,0,99.66768293
1,3,0,3,2,98.85915493
