#tk0,#tk1,#tk2,#tk3,#tk4,cpu_usage
0,0,0,1,0,70.44285714
0,0,0,1,1,67.10277778
2,1,0,0,0,93.93636364
1,2,0,1,0,94.45294118
2,0,2,1,0,99.7311828
1,1,1,1,2,99.08602151
2,0,1,0,4,99.92578125
0,2,2,2,2,99.57708333
2,1,2,4,0,99.67435897
1,2,2,2,3,99.54235294
1,0,0,0,0,50.6
1,0,0,1,0,91
1,1,0,0,1,68.39189189
1,1,1,1,0,99.158
1,0,1,2,1,99.3475
1,0,2,2,1,99.56885246
1,0,3,2,1,99.50310559
2,0,2,3,1,99.72
2,3,0,4,0,98.3475
0,2,3,1,4,99.97674419
0,0,0,1,0,71.87142857
1,0,0,0,1,62.44
0,1,1,0,1,99.14328358
1,0,1,0,2,99.10714286
3,1,0,0,1,72.33555556
2,1,1,2,0,98.46610169
3,0,1,2,1,99.01395349
2,0,3,1,2,99.45174419
4,0,0,1,4,99
1,2,1,2,4,99.32108844
0,0,0,0,1,55.34848485
1,0,0,0,1,62.97352941
0,0,2,1,0,99.18837209
1,0,1,2,0,99.89607843
3,1,0,0,1,72.25909091
0,1,1,1,3,99.6875
1,1,1,2,2,99.17475728
1,3,3,0,1,99.625
2,2,3,2,0,99.3537415
3,2,0,4,1,82.26285714
0,0,0,1,0,71.42857143
1,0,0,0,1,61.59142857
1,1,0,0,1,66.16052632
0,1,1,2,0,98.39642857
1,1,0,1,2,99.36078431
0,0,3,1,2,99.58915663
3,0,1,1,2,99.14845361
1,2,3,2,0,99.78367347
1,1,4,2,1,99.72636816
2,2,2,0,4,99.82954545
0,0,1,0,0,93.85
2,0,0,0,0,91.8
0,1,1,0,1,99.28955224
0,1,0,2,1,73.00222222
0,3,1,1,0,98.48518519
0,1,2,1,2,99.8437037
1,3,2,1,0,99.36161616
2,5,0,0,1,78.88947368
3,1,2,1,2,99.55821918
3,3,1,2,1,99.85408163
0,0,0,1,0,70.88571429
1,0,0,0,1,63.72
0,0,0,0,3,98.87096774
2,1,1,0,0,99.79166667
3,1,0,1,0,99.04210526
1,2,1,0,2,99.33978495
1,1,2,2,1,99.52
2,1,3,2,0,99.70559441
1,1,2,2,3,99.4047619
4,1,0,2,3,99.29659091
0,0,0,1,0,65.3
0,0,1,0,1,99.178125
1,0,0,1,1,68.0525
1,1,0,2,0,98.67777778
2,0,3,0,0,99.64090909
1,0,1,3,1,99.31204819
1,1,1,2,2,99.26470588
2,1,3,1,1,99.90186335
1,3,0,2,3,98.56321839
2,2,2,1,3,99.75757576
0,0,1,0,0,94.37435897
0,0,2,0,0,99.60987654
2,1,0,0,0,92.63636364
0,3,0,1,0,99.0625
1,2,2,0,0,99.21443299
1,0,1,1,3,99.15178571
1,3,1,0,2,99.71894737
1,2,2,3,0,99.74
4,0,0,3,2,99.47428571
0,1,1,4,4,99.89864865
0,0,0,1,0,71.57142857
0,0,1,0,1,98.93125
2,1,0,0,0,90.7
1,1,2,0,0,99.58823529
1,0,1,2,1,99.49367089
0,0,2,3,1,99.78790323
1,0,3,2,1,99.49689441
2,1,2,2,1,99.56899225
3,1,3,1,1,99.38719512
