"#tk0","#tk1","#tk2","#tk3","cpu_usage"
0,0,0,1,25.2372881355932
0,0,2,0,46.8090909090909
0,0,2,1,33.04
1,2,1,0,78.9379310344828
1,1,1,2,88.2045454545454
1,1,0,4,98.4856
1,3,2,1,85.4009615384615
4,1,2,1,92.6365853658537
1,5,2,1,89.5571428571429
3,1,3,3,95.50522875817
0,0,1,0,26.2
1,0,1,0,30.6090909090909
0,0,0,3,68.6792682926829
3,1,0,0,96.2542857142857
0,0,0,5,98.3704347826087
1,3,1,1,86.505
0,3,2,2,90.1777777777778
4,2,2,0,96.9644859813084
0,3,2,4,99.3777027027027
1,4,4,1,87.9230158730159
0,0,1,0,25.0444444444444
1,1,0,0,49.3704545454546
1,2,0,0,69.6055555555555
2,0,1,1,64.2350649350649
1,0,3,1,56.3944444444444
4,2,0,0,99.0020408163266
3,1,2,1,88.8571428571428
1,4,2,1,88.021186440678
4,4,1,0,99.7900763358779
4,2,1,3,96.1670520231214
0,0,1,0,25.6777777777778
0,0,1,1,28.7770491803279
1,0,2,0,37.3276595744681
0,3,0,1,80.13
1,1,1,2,88.1586206896552
0,2,2,2,87.6977272727273
2,3,1,1,89.7504424778761
0,4,2,2,90.3983050847458
4,1,0,4,99.0130681818182
2,2,5,1,88.8628318584071
0,0,0,1,25.172131147541
1,0,1,0,31.3045454545454
0,2,0,1,56.243661971831
1,1,2,0,61.4367346938776
1,1,0,3,93.478640776699
2,2,0,2,92.2714285714286
1,3,2,1,88.166
2,1,4,1,85.271875
3,2,0,4,99.3724137931035
2,4,2,2,94.7933333333334
0,0,1,0,26.2
1,1,0,0,46.9636363636364
0,0,2,1,33.3774193548387
1,0,2,1,54.4738461538462
0,2,3,0,68.0787234042553
3,0,1,2,92.7144230769231
0,2,2,3,92.4697247706423
3,3,1,1,91.0687022900763
2,4,1,2,94.7625850340136
1,3,2,4,99.439263803681
0,0,1,0,25.6555555555556
1,0,0,1,43.9576271186441
0,2,1,0,54.8531914893617
1,0,0,3,91.8304347826087
1,2,1,1,83.5117647058823
1,1,1,3,91.7696428571429
4,2,0,1,91.4267175572519
3,2,2,1,90.55
1,4,2,2,91.7227941176471
4,4,0,2,95.5027932960894
0,0,1,0,24.9888888888889
0,1,1,0,31.0820512820513
0,2,1,0,57.3255813953489
1,0,3,0,46.1959183673469
1,2,0,2,89.5814432989691
0,4,0,2,91.1963636363636
1,1,3,2,88.5893617021277
2,2,3,1,89.5547169811321
1,3,4,1,86.9810810810811
4,2,1,3,96.1798850574713
1,0,0,0,25.1977272727273
0,1,0,1,41.51
0,0,2,1,34.2215384615385
0,0,2,2,60.9909090909091
0,4,1,0,98.559375
3,1,1,1,87.9578431372549
1,1,3,2,89.2829787234043
1,1,3,3,93.1076923076923
3,4,0,2,95.0302469135803
3,1,3,3,95.6793333333333
0,0,0,1,25.075
2,0,0,0,48.1148936170213
0,0,0,3,68.5024691358024
2,1,0,1,81.9349397590362
0,1,3,1,55.1154929577465
1,0,2,3,92.698969072165
2,2,1,2,93.5550847457627
1,2,4,1,85.0270833333333
1,2,4,2,91.0234782608696
