#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
1,0,0,0,0,0,0,0,14.87777778
0,0,0,1,0,0,1,0,13.98492063
0,0,2,0,0,1,0,0,26.43174603
1,0,0,0,1,1,1,0,17.54384615
1,1,1,1,0,0,0,1,40.90923077
0,1,2,0,1,0,0,2,51.59612403
0,1,0,0,0,2,1,3,18.5875969
2,2,0,1,0,1,0,2,45.66564885
0,2,0,1,3,2,0,1,76.6112782
2,2,2,1,1,0,1,1,70.14705882
0,1,0,0,0,0,0,0,13.225
0,0,0,1,0,0,1,0,13.88837209
0,0,1,0,0,2,0,0,14.83
1,0,1,0,0,2,0,0,17.63488372
1,1,0,1,0,1,0,1,29.83953488
0,1,0,1,1,1,0,2,40.47461538
0,1,2,2,1,0,1,0,74.67443609
1,2,1,2,1,0,0,1,77.95373134
1,2,0,1,2,1,2,0,67.81363636
2,3,1,0,0,0,1,3,58.47462687
0,0,0,0,1,0,0,0,13.22619048
1,0,0,0,1,0,0,0,15.8503937
2,0,0,0,0,0,1,0,30.76785714
1,0,1,0,0,0,0,2,17.7828125
0,3,1,0,0,0,1,0,50.85846154
0,0,0,0,2,0,2,2,29.1627907
1,0,1,0,1,2,2,0,31.93178295
0,1,1,0,1,1,2,2,41.80827068
2,0,1,0,2,1,1,2,46.42180451
0,0,1,2,1,1,2,3,54.99621212
0,0,0,0,0,0,1,0,19.6625
0,0,0,0,1,0,1,0,14.2984252
0,0,1,0,0,0,2,0,14.73700787
0,1,1,1,0,1,0,0,38.80944882
1,0,1,2,1,0,0,0,52.86377953
2,1,0,1,1,0,0,1,43.8503876
1,0,0,1,2,0,1,2,43.275
1,1,1,0,1,3,0,1,44.30155039
1,0,1,3,0,1,3,0,56.40077519
2,3,2,0,0,0,1,2,69.30074627
0,0,1,0,0,0,0,0,13.28253968
1,1,0,0,0,0,0,0,16.0568
1,0,1,0,0,0,1,0,17.08968254
0,0,0,0,3,1,0,0,38.74645669
2,1,1,0,0,0,1,0,31.65859375
1,0,1,0,0,1,1,2,19.3280303
1,1,0,0,2,1,1,1,42.90526316
1,0,1,1,1,1,1,2,44.25681818
2,1,2,2,1,1,0,0,79.07153285
2,2,0,1,2,2,1,0,57.7919708
1,0,0,0,0,0,0,0,14.375
1,0,0,1,0,0,0,0,15.92380952
0,1,0,0,1,0,1,0,26.70634921
2,1,0,0,1,0,0,0,30.70697674
1,0,0,1,1,1,0,1,30.19370079
0,2,0,1,0,1,1,1,40.23875969
1,2,0,0,2,0,2,0,54.43953488
0,4,0,1,0,2,1,0,64.61603053
0,2,1,0,1,0,4,1,53.52313433
3,3,0,2,1,1,0,0,71.8641791
0,0,0,0,0,0,1,0,19.925
0,0,1,0,0,1,0,0,14.60708661
1,0,0,2,0,0,0,0,28.48888889
0,0,0,0,1,1,0,2,15.9992126
0,1,0,1,2,0,1,0,51
0,0,0,0,2,1,2,1,28.51603053
1,2,1,1,1,1,0,0,62.78686131
1,0,1,2,1,1,1,1,54.55037594
1,1,0,3,3,1,0,0,86.35323741
1,2,1,0,3,1,2,0,78.19185185
0,1,0,0,0,0,0,0,13.10952381
0,0,0,0,1,0,0,1,14.18976378
0,1,0,0,0,0,0,2,14.97165354
2,1,0,0,0,0,1,0,19.6976378
1,0,1,0,2,0,0,1,41.37209302
1,1,0,1,0,2,1,0,30.7859375
2,0,2,0,2,1,0,0,56.55581395
1,0,1,1,3,1,1,0,66.87709924
3,0,0,0,1,4,1,0,26.36240602
1,0,0,2,3,1,1,2,67.86044776
0,0,0,0,0,0,0,1,19.1875
1,0,1,0,0,0,0,0,16.1125
1,1,0,1,0,0,0,0,28.2765625
0,0,0,0,0,1,2,1,51.42
0,1,1,0,2,0,0,1,50.80551181
0,0,0,1,1,2,1,1,29.2519685
0,1,1,0,0,0,2,3,30.01627907
0,1,1,1,2,2,0,1,65.38461538
2,1,2,0,2,1,1,0,68.8761194
1,1,1,2,3,1,1,0,82.76865672
0,0,0,0,0,1,0,0,19.5375
0,0,0,0,0,0,1,1,29.96666667
1,0,1,0,0,1,0,0,16.65826772
0,0,2,0,0,0,1,1,27.1744186
0,2,0,0,0,0,2,1,28.02578125
2,2,0,1,0,1,0,0,44.83070866
0,2,0,0,0,2,2,1,30.171875
0,0,2,1,0,2,2,1,42.8
1,2,1,2,1,0,0,2,78.68721805
