"#tk0","#tk1","#tk2","#tk3","cpu_usage"
0,1,0,0,12.2086956521739
0,1,1,0,16.1583333333333
2,0,0,1,30.2810810810811
3,0,1,0,39.6214285714286
1,2,1,1,40.5052631578947
0,0,3,3,46.6333333333333
1,3,2,1,48.8723404255319
1,2,3,2,57.7531914893617
3,2,2,2,74.8807692307692
4,2,1,3,86.3868852459017
0,0,0,1,12.1916666666667
0,0,0,2,24.5243243243243
1,0,1,1,23.7432432432432
2,1,0,1,38.0189189189189
1,1,1,2,43.4794871794872
0,3,1,2,49.3818181818182
2,1,2,2,61.3095238095238
2,3,1,2,72.846
1,1,2,5,80.72
2,0,6,2,58.9977777777778
1,0,0,0,12.6481481481481
0,1,0,1,20.8916666666667
0,0,2,1,17.4333333333333
0,2,2,0,32.3166666666667
1,0,2,2,41.0864864864865
1,1,2,2,48.7025641025641
1,3,1,2,62.9369565217391
2,0,2,4,69.3862745098039
1,1,4,3,61.79375
2,2,2,4,88.4892857142857
0,0,0,1,12.45
1,0,1,0,15.8576923076923
0,1,1,1,22.8135135135135
2,1,0,1,38.3054054054054
2,1,0,2,47.0711111111111
1,1,2,2,47.5675
3,1,2,1,58.5829268292683
1,2,2,3,68.07
2,0,4,3,70.3488888888889
3,1,4,2,78.3872340425532
0,1,0,0,12.9291666666667
0,1,0,1,20.3222222222222
0,0,1,2,27.0135135135135
1,0,0,3,45.6351351351351
0,2,1,2,44.4236842105263
3,1,1,1,47.3434782608696
2,2,1,2,62.0957446808511
5,1,1,1,71.243137254902
2,1,1,5,85.9627118644068
2,3,1,4,87.0786885245902
0,1,0,0,12.9541666666667
1,0,0,1,21.4108108108108
1,1,1,0,26.3714285714286
2,0,1,1,32.6540540540541
1,1,0,3,48.9413043478261
1,1,1,3,52.9717391304348
2,1,3,1,51.9897435897436
1,5,2,0,70.215
2,1,3,3,68.0826923076923
1,4,2,3,84.3436363636363
0,0,1,0,12.8142857142857
0,2,0,0,24.6333333333333
1,0,0,2,33.5675675675676
1,2,0,1,37.4131578947368
0,1,1,3,47.2846153846154
0,3,1,2,50.7454545454546
2,1,1,3,62.622
2,2,1,3,76.7153846153846
1,5,1,2,81.5814814814815
4,3,2,1,81.5875
0,1,0,0,12.6
1,0,0,1,21.6081081081081
0,1,2,0,20.4625
0,1,1,2,34.7789473684211
0,1,2,2,39.0157894736842
1,1,3,1,38.365
2,1,2,2,62.3341463414634
1,3,2,2,67.7
3,2,3,1,66.33125
3,2,3,2,74.1351851851852
0,0,0,1,12.3777777777778
1,1,0,0,23.0714285714286
2,0,0,1,30.3513513513513
1,0,3,0,22.9
1,2,1,1,41.5837837837838
0,2,3,1,37.6230769230769
0,4,3,0,62.6535714285714
2,0,1,5,82.7962264150944
3,1,3,2,71.7297872340426
0,3,3,4,76.2425925925926
0,0,1,0,13.0285714285714
0,1,0,1,20.4055555555556
1,0,1,1,24.1108108108108
1,1,1,1,31.6945945945946
1,2,2,0,42.2
0,3,1,2,55.45
3,1,0,3,72.1905660377358
4,2,1,1,70.9490196078431
0,6,1,2,81.2490566037736
