#tk0,#tk1,#tk2,#tk3,#tk4,#tk5,#tk6,#tk7,cpu_usage
0,0,0,1,0,0,0,0,17.81649485
0,0,0,0,0,1,1,0,36.36153846
0,0,0,1,1,0,1,0,34.4855
0,1,1,1,1,0,0,0,65.21060606
0,0,0,0,1,1,3,0,22.30816327
0,1,1,0,1,1,0,2,53.30307692
0,0,2,1,2,0,2,0,84.007
1,3,1,0,1,1,0,1,85.82028986
0,2,1,2,1,0,1,2,98.95625
1,1,0,1,0,4,1,2,44.29271845
0,0,0,1,0,0,0,0,17.78947368
1,1,0,0,0,0,0,0,20.97801047
1,0,0,1,0,0,0,1,22.0625
0,2,0,0,0,0,1,1,36.09792746
1,2,0,0,0,1,0,1,39.8052356
3,1,0,0,1,0,1,0,46.3253886
1,0,0,1,2,1,2,0,57.00761421
1,0,2,0,1,1,2,1,57.81414141
1,2,0,2,0,0,1,3,72.80343137
1,2,2,0,1,1,2,1,84.52180095
0,0,0,0,0,0,1,0,20.62307692
0,0,0,0,0,0,1,1,36.01538462
0,2,0,0,1,0,0,0,50.13560209
1,0,1,0,1,1,0,0,38.56822917
0,0,0,1,1,1,1,1,37.48854167
1,0,1,1,1,0,0,2,56.21179487
0,0,1,2,2,2,0,0,83.48366337
1,2,0,1,0,2,1,1,58.07487437
3,1,2,2,0,0,1,0,87.39633028
3,1,1,2,1,0,0,2,88.21872146
0,1,0,0,0,0,0,0,17.78
0,0,0,1,0,0,1,0,18.49179487
0,0,0,0,0,0,3,0,53.44615385
1,0,0,2,1,0,0,0,54.15677083
0,2,1,0,1,0,1,0,67.7373057
0,2,2,1,1,0,0,0,98.99393939
2,0,0,3,1,0,1,0,73.831
1,1,1,0,0,2,1,2,43.06584158
3,1,0,0,3,1,0,1,74.72809524
1,2,2,1,3,0,1,0,96.64794521
0,0,1,0,0,0,0,0,17.34381443
1,1,0,0,0,0,0,0,21.06822917
1,1,0,0,0,0,0,1,22.25765306
2,0,0,0,1,0,1,0,25.42512563
1,1,0,2,1,0,0,0,70.4265625
0,2,0,1,0,1,2,0,53.80918367
1,0,1,2,0,1,1,1,56.9321608
2,1,0,1,0,2,1,1,45.48226601
1,0,0,1,0,2,4,1,29.43574879
3,1,3,0,0,1,1,1,75.82407407
0,0,0,0,0,0,0,1,22.05833333
0,0,1,0,0,0,0,1,18.50515464
2,0,1,0,0,0,0,0,24.95833333
1,0,1,2,0,0,0,0,53.99947644
1,1,0,0,0,2,0,1,24.43507853
1,1,1,1,0,0,1,1,55.81758794
2,2,1,0,0,1,1,0,59.53604061
1,0,1,2,0,0,2,2,58.04726368
1,2,0,1,4,1,0,0,92.53082707
2,0,1,0,3,0,3,1,75.78421053
0,0,0,0,0,1,0,0,20.92307692
0,0,0,0,0,1,1,0,35.74615385
1,2,0,0,0,0,0,0,37.98263158
1,0,2,1,0,0,0,0,54.28453608
0,3,1,1,0,0,0,0,80.76582915
0,0,1,1,1,1,1,1,53.89895833
0,1,1,0,1,0,2,2,55.13264249
1,0,2,3,1,1,0,0,95.8712963
0,2,2,2,0,2,1,0,97.62971698
1,0,0,1,1,1,4,2,44.275
0,0,1,0,0,0,0,0,17.41464646
0,0,1,0,0,1,0,0,18.94673367
1,0,0,0,1,0,0,1,21.88601036
1,0,1,1,0,0,0,1,38.31443299
0,1,1,0,0,0,3,0,37.13298969
0,1,1,1,0,2,1,0,53.73571429
0,1,1,0,1,1,1,2,54.86243655
0,0,1,0,1,0,3,3,39.30697674
1,1,1,0,2,1,3,0,71.81826923
1,3,0,0,1,3,1,1,73.19182692
0,0,1,0,0,0,0,0,17.57602041
1,0,1,0,0,0,0,0,20.9
1,0,0,0,0,0,0,2,27.72790698
1,0,0,0,1,0,0,2,23.24387755
1,0,0,2,1,0,1,0,55.02694301
1,0,3,2,0,0,0,0,85.67005076
1,2,2,0,1,0,0,1,84.75522388
2,2,0,0,0,1,2,1,45.73564356
2,0,2,1,1,2,1,0,74.31835749
1,2,2,2,1,2,0,0,97.33333333
0,0,0,1,0,0,0,0,17.63385417
0,0,0,1,1,0,0,0,33.87748691
0,0,1,0,2,0,0,0,50.0578125
1,0,0,2,0,0,0,1,38.91518325
0,1,0,1,0,0,1,2,36.45477387
1,0,1,1,1,1,0,1,56.02923077
1,2,0,1,0,1,1,1,57.47563452
3,1,0,0,2,1,1,0,62.83793103
0,1,0,1,2,2,0,3,69.42634146
